same_srv_rate,src_bytes,dst_host_diff_srv_rate,protocol_type,class
0.06,0,0.07,1,9
0.02,0,0.07,1,9
0.25,0,0.07,1,9
0.17,46,0.02,2,11
1.0,8,0.0,0,10
0.02,0,0.07,1,9
1.0,8,0.0,0,10
0.04,0,0.08,1,9
1.0,1,0.23,2,17
0.16,0,0.07,1,9
1.0,201,0.0,1,11
0.05,59,0.06,1,11
1.0,8,0.0,0,10
0.17,0,0.06,1,9
1.0,305,0.0,1,11
0.02,0,0.07,1,9
1.0,8,0.0,0,5
1.0,177,0.0,1,11
1.0,1349,0.0,1,11
1.0,221,0.0,1,11
1.0,8,0.0,0,5
0.14,0,0.07,1,9
1.0,232,0.0,1,11
1.0,0,0.95,1,10
1.0,2217,0.04,1,11
0.07,0,0.07,1,9
1.0,641,0.12,1,11
1.0,229,0.0,1,11
1.0,322,0.0,1,11
1.0,2070,0.03,1,11
0.11,0,0.06,1,9
1.0,46,0.0,2,11
1.0,8,0.0,0,5
1.0,0,0.38,1,15
1.0,1028,0.05,1,11
0.15,0,0.06,1,9
1.0,204,0.0,1,11
0.28,0,0.03,1,9
1.0,146,0.82,2,11
0.3,0,0.05,1,9
0.13,0,0.07,1,9
0.1,0,0.06,1,9
0.01,0,0.08,1,9
1.0,237,0.0,1,11
1.0,340,0.0,1,11
0.13,0,0.05,1,9
1.0,305,0.01,1,11
0.11,0,0.07,1,9
0.04,0,0.07,1,9
1.0,145,0.74,2,11
1.0,105,0.01,2,11
0.01,0,0.07,1,9
0.05,3775,0.09,1,11
1.0,229,0.0,1,11
1.0,214,0.0,1,11
1.0,1032,0.02,0,18
1.0,43,0.01,2,11
1.0,267,0.0,1,11
0.09,0,0.05,1,9
1.0,147,0.64,2,11
0.16,0,0.06,1,9
1.0,44,0.01,2,11
0.43,1,0.2,2,17
1.0,44,0.01,2,11
0.32,0,0.07,1,9
1.0,627,0.04,1,11
1.0,1063,0.11,1,11
0.14,0,0.06,1,9
1.0,334,0.02,1,21
1.0,330,0.0,1,11
0.08,0,0.05,1,9
1.0,7280,0.04,1,11
0.05,0,0.09,1,9
1.0,44,0.0,2,11
1.0,235,0.0,1,11
1.0,206,0.0,1,11
1.0,212,0.0,1,11
0.0,0,0.07,1,9
1.0,313,0.0,1,11
1.0,8,0.0,0,5
1.0,232,0.0,1,11
1.0,253,0.0,1,11
1.0,296,0.0,1,11
0.5,0,0.31,1,15
1.0,254,0.0,1,11
1.0,0,0.3,1,15
1.0,714,0.02,1,11
1.0,41,0.01,2,11
1.0,46,0.01,2,11
1.0,60,0.12,1,11
1.0,1032,0.0,0,18
1.0,45,0.0,2,11
1.0,28,0.02,2,20
0.04,0,0.07,1,9
1.0,1510,0.05,1,11
1.0,236,0.0,1,11
1.0,283,0.0,1,11
1.0,146,0.77,2,11
0.12,0,0.07,1,9
0.08,0,0.06,1,9
0.01,0,0.07,1,9
1.0,300,0.0,1,11
1.0,111,0.04,2,11
0.12,0,0.07,1,9
1.0,54540,0.0,1,0
1.0,297,0.0,1,11
0.14,0,0.08,1,9
1.0,146,0.44,2,11
1.0,158,0.0,1,11
1.0,1032,0.03,0,18
0.09,0,0.08,1,9
0.2,146,0.73,2,11
1.0,256,0.0,1,11
0.28,0,0.04,1,9
0.03,0,0.06,1,9
1.0,777,0.04,1,11
1.0,43,0.01,2,11
0.22,0,0.06,1,9
0.04,0,0.08,1,9
1.0,280,0.0,1,11
1.0,0,0.0,1,11
0.03,0,0.18,1,9
1.0,246,0.0,1,11
1.0,215,0.0,1,11
0.17,0,0.04,1,9
1.0,198,0.0,1,11
1.0,332,0.0,1,11
1.0,216,0.0,1,11
1.0,1032,0.02,0,18
1.0,310,0.0,1,11
1.0,1032,0.01,0,18
1.0,1,0.63,1,15
0.08,0,0.07,1,9
1.0,0,1.0,1,5
1.0,337,0.0,1,11
0.01,0,0.08,1,9
0.04,0,0.05,1,9
1.0,7196,0.07,1,11
0.25,105,0.01,2,11
1.0,276,0.0,1,11
0.04,0,0.08,1,9
1.0,7280,0.06,1,11
0.01,0,0.06,1,9
1.0,0,0.0,1,11
1.0,300,0.0,1,11
1.0,146,0.64,2,11
1.0,2393,0.05,1,11
1.0,213,0.0,1,11
0.07,0,0.08,1,9
1.0,291,0.0,1,11
1.0,284,0.0,1,11
0.03,0,0.07,1,9
1.0,221,0.0,1,11
1.0,520,0.0,0,18
1.0,2162260,0.04,1,11
1.0,92,0.0,2,11
1.0,30,0.0,0,11
1.0,10389,0.02,1,11
1.0,0,0.03,1,9
0.29,1,0.17,2,17
0.1,0,0.09,1,9
0.09,78,0.01,0,11
0.03,0,0.05,1,9
1.0,308,0.0,1,11
1.0,0,1.0,1,5
0.07,0,0.07,1,9
1.0,312,0.0,1,11
1.0,22,0.4,1,11
1.0,163,0.0,1,11
1.0,782,0.01,1,11
0.69,1,0.05,2,17
1.0,993,0.33,1,11
0.03,0,0.06,1,9
1.0,202,0.0,1,11
1.0,1032,0.01,0,18
0.18,0,0.07,1,9
1.0,14584085,0.92,1,11
1.0,0,0.34,1,15
0.04,0,0.08,1,9
0.01,0,0.05,1,9
1.0,225,0.0,1,11
0.24,0,0.05,1,9
0.23,0,0.02,1,9
0.07,0,0.06,1,9
0.04,0,0.05,1,9
0.01,0,0.09,1,9
1.0,58,0.03,1,11
0.07,0,0.05,1,9
1.0,28,0.64,2,20
0.03,0,0.08,1,9
1.0,149,0.0,1,11
1.0,44,0.01,2,11
1.0,334,0.0,1,21
1.0,214,0.0,1,11
0.02,0,0.14,1,15
0.34,0,0.06,1,9
1.0,42,0.0,2,11
0.03,0,0.06,1,9
0.02,0,0.05,1,9
1.0,316,0.0,1,11
1.0,1,0.03,2,17
0.05,0,0.08,1,9
1.0,0,0.02,1,11
1.0,8,0.04,1,11
1.0,340,0.0,1,11
1.0,330,0.0,1,11
0.01,0,0.07,1,9
0.05,0,0.08,1,9
0.07,0,0.08,1,9
1.0,1143,0.06,1,11
0.04,0,0.08,1,9
0.18,0,0.05,1,9
0.01,0,0.06,1,9
0.04,0,0.05,1,9
1.0,102,0.17,1,11
1.0,293,0.0,1,11
0.03,0,0.08,1,9
1.0,278,0.0,1,11
1.0,1245,0.15,1,11
0.01,0,0.07,1,9
1.0,983,0.03,1,11
0.09,0,0.06,1,9
0.99,44,0.01,2,11
0.04,0,0.07,1,9
1.0,2194619,0.05,1,11
1.0,155,0.0,1,11
1.0,1092,0.07,1,11
1.0,207,0.01,2,10
0.19,0,0.07,1,9
0.15,0,0.06,1,9
1.0,272,0.0,1,11
1.0,239,0.0,1,11
1.0,290,0.0,1,11
0.17,105,0.01,2,11
1.0,318,0.0,1,11
1.0,1046,0.11,1,11
1.0,1032,0.01,0,18
1.0,0,0.0,1,11
0.05,0,0.08,1,9
0.08,0,0.05,1,9
0.08,0,0.07,1,9
1.0,268,0.0,1,11
0.03,0,0.06,1,9
0.13,0,0.07,1,9
1.0,43,0.0,2,11
0.23,0,0.02,1,9
1.0,1,0.17,1,15
1.0,297,0.0,1,11
1.0,1,0.43,1,15
1.0,334,0.0,1,11
1.0,905,0.04,1,11
1.0,1,0.66,1,15
0.03,0,0.06,1,9
1.0,520,0.0,0,18
0.14,0,0.07,1,9
0.07,0,0.07,1,9
0.11,0,0.06,1,9
1.0,12,0.09,1,11
1.0,44,0.01,2,11
1.0,216,0.0,1,11
0.02,0,0.08,1,9
1.0,44,0.01,2,11
0.06,0,0.06,1,9
1.0,10,0.04,1,11
0.02,0,0.07,1,9
1.0,0,0.03,1,11
0.25,0,0.03,1,9
0.84,1,0.05,2,17
1.0,222,0.0,1,11
1.0,311,0.0,1,11
1.0,501760,0.05,1,11
1.0,235,0.0,1,11
0.07,0,0.07,1,9
0.12,105,0.01,2,11
1.0,245,0.0,1,11
1.0,1205,0.02,1,21
0.13,0,0.05,1,9
1.0,143,0.0,1,11
1.0,1032,0.02,0,18
0.55,78,0.01,0,11
0.01,0,0.05,1,9
0.02,0,0.08,1,9
0.02,0,0.08,1,9
0.05,0,0.07,1,9
0.06,0,0.09,1,9
0.03,0,0.07,1,9
1.0,228,0.0,1,11
1.0,278,0.0,1,11
0.28,0,0.04,1,9
1.0,328,0.0,1,11
1.0,343,0.0,1,11
1.0,207,0.01,2,10
1.0,147,0.55,2,11
1.0,520,0.0,0,18
0.1,0,0.05,1,9
1.0,259,0.0,1,11
1.0,156,0.0,1,11
0.09,0,0.05,1,9
1.0,238,0.0,1,11
1.0,337,0.0,1,11
1.0,18,0.0,0,5
1.0,333,0.0,1,11
1.0,291,0.0,1,11
1.0,8,0.0,0,10
1.0,305,0.0,1,11
1.0,294,0.0,1,11
1.0,1722,0.11,1,11
0.09,0,0.05,1,9
1.0,277,0.0,1,11
1.0,0,0.27,1,15
1.0,0,0.0,1,11
1.0,864,0.06,1,11
1.0,1032,0.02,0,18
1.0,0,0.01,1,11
1.0,185,0.0,1,11
1.0,204,0.0,1,11
1.0,8,0.0,0,5
1.0,1032,0.03,0,18
1.0,206,0.0,1,11
1.0,1766,0.02,1,11
1.0,233,0.0,1,11
0.04,0,0.07,1,9
0.08,0,0.05,1,9
1.0,43,0.0,2,11
0.08,0,0.05,1,9
0.03,0,0.07,1,9
1.0,931,0.03,1,11
0.09,0,0.08,1,9
1.0,1703,0.06,1,11
1.0,323,0.0,1,11
1.0,1473,0.04,1,11
0.06,0,0.07,1,9
0.18,0,0.08,1,9
0.86,183,0.01,0,11
0.23,0,0.05,1,9
0.03,0,0.09,1,9
1.0,982,0.08,1,11
1.0,495,0.03,1,11
1.0,1032,0.17,0,18
0.31,0,0.02,1,9
1.0,1635,0.07,1,11
0.14,0,0.05,1,9
1.0,342,0.0,1,11
0.02,0,0.09,1,9
1.0,301,0.0,1,11
1.0,8,0.0,0,5
1.0,233,0.0,1,11
1.0,44,0.0,2,11
1.0,289,0.0,1,11
0.12,0,0.05,1,9
0.01,0,0.06,1,9
0.03,0,0.07,1,9
1.0,352,0.0,1,11
0.07,0,0.05,1,9
1.0,0,0.0,1,11
0.41,0,0.08,1,9
1.0,10,0.04,1,11
1.0,0,0.0,1,11
1.0,45,0.0,2,11
0.04,0,0.07,1,9
0.06,0,0.07,1,9
1.0,316,0.0,1,11
1.0,257,0.0,1,11
1.0,253,0.01,1,11
1.0,63,0.01,1,11
0.1,105,0.01,2,11
0.5,181,0.01,0,11
0.04,0,0.07,1,9
1.0,45,0.01,2,11
1.0,146,0.64,2,11
1.0,226,0.0,1,11
1.0,9,0.04,1,11
1.0,233,0.0,1,11
0.07,0,0.08,1,9
1.0,240,0.0,1,11
1.0,1860,0.03,1,11
1.0,54540,0.0,1,0
1.0,641,0.02,1,11
1.0,238,0.0,1,11
0.22,0,0.07,1,9
1.0,305,0.07,1,11
0.02,0,0.07,1,9
0.03,0,0.07,1,9
0.01,0,0.07,1,9
1.0,228,0.0,1,11
1.0,913,0.05,1,11
0.07,0,0.05,1,9
1.0,0,0.71,1,15
0.5,0,0.49,1,15
0.03,0,0.07,1,9
1.0,1690,0.1,1,11
0.34,0,0.07,1,9
0.06,0,0.08,1,9
0.06,0,0.08,1,9
0.15,0,0.06,1,9
1.0,223,0.0,1,11
0.01,0,0.06,1,9
0.13,0,0.06,1,9
0.22,0,0.02,1,9
1.0,227,0.0,1,11
1.0,228,0.0,1,11
0.06,0,0.08,1,9
0.07,0,0.08,1,9
0.28,0,0.04,1,9
1.0,549,0.03,1,11
1.0,322,0.0,1,11
1.0,349,0.0,1,11
1.0,4753,0.03,1,11
0.08,0,0.07,1,9
0.03,0,0.07,1,9
0.07,0,0.06,1,9
1.0,0,0.0,1,11
0.15,0,0.09,1,9
0.03,0,0.05,1,9
1.0,194,0.0,1,11
0.08,0,0.07,1,9
0.01,0,0.1,1,9
1.0,209,0.0,1,11
0.04,0,0.05,1,9
1.0,146,0.78,2,11
1.0,242,0.0,1,11
1.0,879,0.04,1,11
1.0,312,0.0,1,11
1.0,277,0.0,1,11
0.03,0,0.07,1,9
0.14,0,0.06,1,9
1.0,331,0.0,1,11
1.0,8,0.0,0,5
0.24,0,0.06,1,9
1.0,215,0.0,1,11
1.0,307,0.01,1,11
0.0,0,0.06,1,9
1.0,1006,0.02,1,11
0.04,0,0.07,1,9
0.23,0,0.14,1,9
1.0,310,0.0,1,11
1.0,44,0.01,2,11
1.0,180,0.0,1,11
1.0,334,0.07,1,21
0.05,0,0.05,1,9
1.0,323,0.0,1,11
1.0,293,0.0,1,11
0.33,147,0.78,2,11
1.0,2347,0.03,1,11
0.02,0,0.09,1,9
1.0,178,0.02,1,11
1.0,9933,0.01,1,11
1.0,159,0.0,1,11
0.5,147,0.58,2,11
1.0,204,0.0,1,11
1.0,207,0.0,1,11
0.35,0,0.06,1,9
0.09,0,0.08,1,9
0.21,0,0.02,1,9
1.0,298,0.0,1,11
1.0,105,0.02,2,11
1.0,291,0.0,1,11
1.0,287,0.0,1,11
0.16,0,0.05,1,9
0.34,0,0.07,1,9
1.0,1199,0.03,1,11
1.0,349,0.0,1,11
1.0,43,0.01,2,11
1.0,250,0.0,1,11
0.02,0,0.05,1,9
0.25,105,0.01,2,11
0.03,0,0.07,1,9
0.05,0,0.07,1,9
1.0,11,0.25,1,11
1.0,31,0.02,2,11
1.0,334,0.0,1,21
0.25,0,0.02,1,9
1.0,184,0.0,1,11
1.0,305,0.01,1,11
1.0,8,0.0,0,5
1.0,321,0.0,1,11
1.0,246,0.0,1,11
0.15,0,0.05,1,9
1.0,516,0.0,2,11
0.02,0,0.07,1,9
0.01,0,0.07,1,9
1.0,321,0.0,1,11
1.0,310,0.0,1,11
1.0,42,0.03,2,11
0.09,0,0.08,1,9
0.5,66,0.04,1,11
1.0,345,0.0,1,11
0.09,0,0.07,1,9
0.22,78,0.01,0,11
0.15,0,0.05,1,9
0.08,0,0.09,1,9
1.0,216,0.0,1,11
0.04,0,0.08,1,9
1.0,8,0.0,0,10
1.0,230,0.0,1,11
1.0,714,0.08,1,11
1.0,44,0.01,2,11
0.02,0,0.06,1,9
1.0,237,0.0,1,11
1.0,1342,0.03,1,11
1.0,207,0.02,2,10
1.0,76,0.01,2,11
1.0,329,0.0,1,11
1.0,44,0.01,2,11
0.06,0,0.14,1,9
1.0,198,0.0,1,11
0.01,0,0.07,1,9
1.0,154,0.0,1,11
1.0,44,0.01,2,11
0.1,0,0.05,1,9
1.0,797,0.02,1,11
0.5,182,0.01,0,11
0.5,9,0.03,1,11
1.0,11318,0.02,1,11
1.0,0,0.0,1,11
1.0,284,0.0,1,11
1.0,348,0.0,1,11
1.0,12,0.06,1,11
0.03,0,0.07,1,9
1.0,8,0.0,0,10
1.0,348,0.0,1,11
0.09,0,0.06,1,9
1.0,7500,0.0,1,11
0.1,0,0.04,1,9
1.0,1174,0.06,1,21
0.5,1077,0.61,1,11
0.1,1,0.24,2,17
1.0,320,0.0,1,11
0.14,0,0.07,1,9
0.25,10928,0.01,1,11
1.0,220,0.0,1,11
1.0,240,0.0,1,11
1.0,221,0.0,1,11
1.0,316,0.0,1,11
1.0,54540,0.0,1,0
0.05,0,0.07,1,9
0.39,0,0.09,1,9
0.08,0,0.07,1,9
0.02,1,0.21,2,17
1.0,8,0.0,0,5
1.0,212,0.0,1,11
1.0,1419,0.04,1,11
1.0,45,0.01,2,11
0.24,0,0.02,1,9
1.0,1214,0.06,1,11
1.0,304,0.01,1,11
0.2,0,0.02,1,9
1.0,295,0.0,1,11
1.0,202,0.0,1,11
0.25,0,0.07,1,9
1.0,0,0.0,1,11
1.0,0,0.94,1,10
1.0,223,0.0,1,11
1.0,227,0.0,1,11
1.0,8,0.0,0,10
1.0,54540,0.0,1,0
1.0,260,0.0,1,11
1.0,270,0.0,1,11
1.0,314,0.0,1,11
0.05,0,0.07,1,9
1.0,204,0.0,1,11
1.0,341,0.0,1,11
1.0,1032,0.04,0,18
0.13,0,0.07,1,9
0.13,0,0.06,1,9
0.39,0,0.06,1,9
1.0,516,0.0,2,11
0.08,0,0.07,1,9
0.11,0,0.07,1,9
0.74,1,0.05,2,17
1.0,219,0.0,1,11
1.0,230,0.0,1,11
1.0,261,0.0,1,11
1.0,230,0.0,1,11
0.04,0,0.06,1,9
1.0,319,0.0,1,11
0.04,0,0.1,1,9
1.0,891,0.07,1,11
1.0,306,0.01,1,11
1.0,0,0.07,1,9
1.0,36,0.07,0,11
1.0,298,0.0,1,11
1.0,0,0.0,1,11
0.0,0,1.0,1,17
0.18,0,0.08,1,9
1.0,1032,0.02,0,18
0.07,0,0.08,1,9
1.0,0,0.02,1,9
1.0,236,0.0,1,11
0.07,0,0.06,1,9
1.0,44,0.01,2,11
1.0,8,0.0,0,10
0.3,0,0.08,1,9
1.0,186,0.0,1,11
0.07,0,0.05,1,9
1.0,44,0.02,2,11
0.07,0,0.06,1,9
0.2,0,0.05,1,9
1.0,333,0.0,1,11
1.0,184,0.01,1,11
1.0,209,0.0,1,11
1.0,592,0.01,1,11
1.0,293,0.0,1,11
0.07,0,0.08,1,9
0.06,0,0.08,1,9
1.0,342,0.0,1,11
1.0,222,0.0,1,11
0.04,0,0.07,1,9
0.09,0,0.05,1,9
1.0,211,0.0,1,11
1.0,176,0.0,1,11
0.01,0,0.08,1,9
0.18,0,0.07,1,9
1.0,230,0.0,1,11
1.0,45,0.0,2,11
1.0,207,0.0,1,11
1.0,520,0.0,0,18
0.04,0,0.06,1,9
0.02,0,0.07,1,9
1.0,317,0.0,1,11
1.0,192,0.0,1,11
0.12,0,0.05,1,9
1.0,1,0.5,1,15
1.0,279,0.0,1,11
1.0,88382,0.08,1,11
1.0,238,0.0,1,11
0.06,0,0.09,1,9
1.0,8,0.0,0,5
1.0,248,0.0,1,11
1.0,11,0.02,1,11
1.0,342,0.0,1,11
0.03,0,0.07,1,9
1.0,126,0.0,1,3
0.03,0,0.05,1,9
1.0,20,0.77,0,17
0.01,0,0.08,1,9
1.0,0,0.24,1,15
1.0,9,0.06,1,11
1.0,1032,0.04,0,18
1.0,209,0.0,1,11
0.03,0,0.06,1,9
1.0,328,0.0,1,11
0.02,0,0.05,1,9
0.07,0,0.09,1,9
1.0,495,0.03,1,11
0.05,0,0.08,1,9
1.0,44,0.01,2,11
1.0,1,0.74,1,15
1.0,18,0.0,0,5
1.0,192,0.02,1,11
1.0,0,0.01,1,11
1.0,186,0.0,1,11
0.01,0,0.07,1,9
0.01,0,0.08,1,9
1.0,128,0.02,2,11
1.0,2781,0.02,1,11
0.05,0,0.07,1,9
1.0,1475,0.02,1,11
1.0,0,0.93,1,10
0.13,0,0.08,1,9
0.01,0,0.07,1,9
1.0,250,0.0,1,11
1.0,304,0.0,1,11
0.01,0,0.06,1,9
1.0,645,0.1,1,11
1.0,8,0.0,0,5
1.0,286,0.02,1,11
0.03,0,0.06,1,9
1.0,297,0.0,1,11
1.0,1,0.75,1,15
0.08,0,0.07,1,9
1.0,181,0.3,1,11
0.0,0,1.0,1,17
1.0,311,0.02,1,11
0.08,0,0.07,1,9
1.0,316,0.0,1,11
0.09,0,0.05,1,15
1.0,338,0.0,1,11
1.0,217,0.0,1,11
0.5,0,0.07,1,9
1.0,1149,0.04,1,11
0.14,0,0.07,1,9
0.03,0,0.07,1,9
0.11,0,0.07,1,9
1.0,1297,0.02,1,11
0.03,0,0.07,1,9
1.0,3219,0.09,1,11
0.05,0,0.08,1,9
1.0,779,0.27,1,11
1.0,30,0.0,0,11
0.2,0,0.04,1,15
0.05,0,0.08,1,9
1.0,44,0.0,2,11
0.22,105,0.01,2,11
1.0,233,0.0,1,11
1.0,310,0.0,1,11
1.0,292,0.0,1,11
1.0,42,0.01,2,11
0.04,0,0.07,1,9
1.0,1443,0.05,1,11
0.08,0,0.08,1,9
1.0,834,0.03,1,11
1.0,1030,0.29,1,11
1.0,316,0.0,1,11
0.09,0,0.08,1,9
0.04,0,0.06,1,9
1.0,0,0.23,1,15
1.0,289,0.0,1,11
0.18,78,0.02,0,11
1.0,927,0.03,1,11
0.06,0,0.06,1,9
1.0,297,0.0,1,11
0.12,0,0.07,1,9
0.05,0,0.04,1,9
0.01,0,0.54,1,17
1.0,263,0.0,1,11
0.38,0,0.07,1,9
1.0,0,0.22,1,15
1.0,8,0.0,0,5
0.98,28,0.02,2,20
1.0,45,0.08,2,11
0.01,0,0.57,1,17
0.04,0,0.07,1,9
0.2,0,0.06,1,9
1.0,276,0.0,1,11
1.0,310,0.0,1,11
1.0,45,0.01,2,11
0.06,0,0.05,1,9
1.0,45,0.01,2,11
0.07,0,0.07,1,9
0.06,0,0.08,1,9
1.0,539,0.0,1,11
1.0,5133876,0.0,1,21
1.0,0,0.02,1,11
1.0,225,0.0,1,11
1.0,237,0.0,1,11
0.02,0,0.07,1,9
0.0,0,0.07,1,9
1.0,229,0.04,1,11
0.02,0,0.09,1,9
1.0,353,0.0,1,11
0.5,181,0.01,0,11
1.0,256,0.0,1,11
1.0,2194619,0.06,1,11
0.01,0,0.07,1,9
0.05,3468,0.03,1,11
1.0,9,0.09,1,11
0.05,0,0.08,1,9
0.13,0,0.07,1,9
1.0,0,0.0,1,11
0.62,1,0.98,2,17
1.0,180,0.02,1,11
0.0,0,1.0,1,17
0.03,0,0.05,1,9
0.02,0,0.07,1,9
0.09,0,0.05,1,9
1.0,192,0.0,1,11
1.0,1,0.74,1,15
1.0,0,0.58,1,15
0.13,0,0.05,1,9
1.0,0,0.0,1,11
0.1,0,0.08,1,9
1.0,0,0.04,1,11
1.0,1480,0.08,0,14
1.0,2282,0.02,1,11
1.0,224,0.0,1,11
1.0,1568,0.05,1,11
0.35,0,0.05,1,9
0.01,0,0.38,1,15
1.0,147,0.73,2,11
1.0,280,0.0,1,11
1.0,192,0.0,1,11
1.0,315,0.0,1,11
1.0,932,0.0,1,11
1.0,0,0.0,1,11
1.0,43,0.07,2,11
1.0,0,0.0,1,11
0.02,0,0.08,1,9
1.0,12,0.06,1,11
1.0,1032,0.15,0,18
0.06,0,0.07,1,9
1.0,34,0.02,2,11
0.08,0,0.07,1,9
1.0,0,0.0,1,11
0.03,0,0.05,1,9
1.0,1480,0.0,0,14
1.0,46,0.01,2,11
1.0,350,0.0,1,11
1.0,207,0.0,1,11
1.0,755,0.0,1,11
1.0,334,0.0,1,21
1.0,36696,0.01,1,11
1.0,298,0.0,1,11
1.0,43,0.0,2,11
0.06,0,0.07,1,9
1.0,8,0.0,0,5
1.0,147,0.7,2,11
1.0,46,0.01,2,11
1.0,243,0.0,1,11
1.0,111,0.06,2,11
0.06,0,0.07,1,9
1.0,1032,0.17,0,18
1.0,326,0.0,1,11
0.01,0,0.08,1,9
0.01,0,0.08,1,9
1.0,239,0.0,1,11
1.0,46,0.01,2,11
0.99,43,0.01,2,11
1.0,277,0.0,1,11
1.0,1766,0.05,1,11
1.0,334,0.07,1,21
1.0,44,0.0,2,11
0.07,0,0.05,1,9
1.0,334,0.0,1,21
0.06,0,0.05,1,9
1.0,352,0.0,1,11
0.02,0,0.08,1,9
1.0,264,0.0,1,11
1.0,1489,0.04,1,11
1.0,45,0.02,2,11
1.0,835,0.05,1,11
0.5,0,0.02,1,15
1.0,42,0.01,2,11
1.0,44,0.01,2,11
1.0,251,0.01,1,11
0.05,0,0.07,1,9
0.14,0,0.06,1,9
0.05,0,0.07,1,9
1.0,46,0.0,2,11
0.07,0,0.06,1,9
1.0,2427,0.02,1,11
0.03,0,0.08,1,9
1.0,346,0.0,1,11
1.0,42,0.01,2,11
1.0,45,0.01,2,11
0.04,0,0.08,1,9
1.0,846,0.03,1,11
0.0,0,1.0,1,17
0.08,0,0.06,1,9
1.0,1032,0.02,0,18
1.0,8,0.0,0,5
1.0,146,0.56,2,11
1.0,139,0.0,1,11
1.0,8,0.03,1,11
1.0,1032,0.02,0,18
1.0,8,0.0,0,5
1.0,259,0.0,1,11
1.0,222,0.0,1,11
0.44,0,0.02,1,9
1.0,45,0.0,2,11
1.0,334,0.0,1,21
1.0,740,0.02,1,11
0.0,0,0.08,1,9
1.0,224,0.0,1,11
1.0,293,0.0,1,11
0.43,0,0.08,1,9
1.0,232,0.01,1,11
1.0,46,0.0,2,11
0.03,0,0.08,1,9
1.0,352,0.0,1,11
0.04,0,0.07,1,9
1.0,220,0.0,1,11
1.0,401,0.0,1,11
0.11,0,0.06,1,9
0.12,0,0.05,1,9
0.02,0,0.05,1,9
1.0,176,0.0,1,11
1.0,287,0.0,1,11
0.06,0,0.08,1,9
0.07,0,0.07,1,9
1.0,264,0.0,1,11
1.0,943,0.03,1,11
0.04,0,0.07,1,9
0.02,0,0.07,1,9
1.0,311,0.0,1,11
0.17,0,0.07,1,9
1.0,0,0.02,1,11
1.0,307,0.0,1,11
1.0,310,0.0,1,11
0.24,0,0.04,1,9
1.0,1480,0.0,0,14
1.0,164,0.0,1,11
0.03,0,0.06,1,9
1.0,207,0.0,1,11
0.24,0,0.08,1,9
0.53,0,0.07,1,9
0.08,0,0.07,1,9
1.0,232,0.0,1,11
1.0,54540,0.0,1,0
1.0,147,0.62,2,11
0.02,0,0.07,1,9
1.0,1353,0.56,1,11
1.0,691,0.02,1,11
0.2,0,0.05,1,9
0.4,0,0.02,1,9
1.0,285,0.0,1,11
1.0,290,0.0,1,11
1.0,291,0.0,1,11
0.15,0,0.07,1,9
1.0,45,0.01,2,11
1.0,205,0.0,1,11
0.06,0,0.05,1,9
1.0,45,0.01,2,11
1.0,215,0.0,1,11
1.0,289,0.0,1,11
0.01,0,0.08,1,9
0.0,0,1.0,1,17
0.05,0,0.07,1,9
1.0,214,0.0,1,11
0.08,0,0.07,1,9
0.16,0,0.02,1,9
1.0,158,0.0,1,11
1.0,218,0.0,1,11
1.0,567,0.07,1,11
0.11,0,0.07,1,9
0.01,0,0.07,1,9
1.0,520,0.0,0,18
1.0,8,0.0,0,5
1.0,45,0.01,2,11
1.0,309,0.0,1,11
0.0,0,0.08,1,9
1.0,1032,0.02,0,18
0.02,0,0.08,1,9
1.0,171,0.0,1,11
1.0,849,0.04,1,11
1.0,310,0.0,1,11
1.0,309,0.0,1,11
1.0,0,0.6,1,15
1.0,281,0.0,1,11
1.0,35,0.05,2,11
1.0,368,0.0,1,11
1.0,30,0.03,2,11
1.0,0,0.0,1,11
1.0,1267,0.05,1,21
0.07,0,0.08,1,9
1.0,789,0.04,1,11
1.0,86,0.06,1,11
1.0,42,0.01,2,11
1.0,317,0.0,1,11
0.15,0,0.07,1,9
1.0,1716,0.01,1,11
0.08,0,0.05,1,9
1.0,1427,0.67,1,11
1.0,338,0.0,1,11
0.08,0,0.07,1,9
0.05,0,0.06,1,9
1.0,650,0.07,1,11
1.0,0,0.0,1,11
0.07,88382,0.07,1,11
1.0,1115,0.06,1,11
0.07,78,0.01,0,11
1.0,33,0.15,2,11
1.0,0,0.07,1,15
1.0,204,0.0,1,11
1.0,48,0.03,2,11
1.0,28,0.05,2,20
0.06,0,0.07,1,9
1.0,590,0.02,1,11
1.0,304,0.0,1,11
1.0,2633,0.02,1,11
0.0,0,1.0,1,17
0.38,0,0.02,1,9
1.0,240,0.0,1,11
1.0,306,0.0,1,11
1.0,229,0.0,1,11
1.0,10073,0.0,1,11
1.0,280,0.0,1,11
1.0,309,0.0,1,11
1.0,1557,0.02,1,11
0.01,0,0.07,1,9
0.01,0,0.88,1,17
0.07,0,0.07,1,9
1.0,802,0.03,1,11
1.0,213,0.0,1,11
1.0,68,0.0,2,11
0.06,0,0.06,1,9
0.03,0,0.07,1,9
1.0,46,0.0,2,11
0.04,0,0.07,1,9
1.0,42,0.01,2,11
1.0,153,0.0,1,11
1.0,46,0.0,2,11
1.0,207,0.0,1,11
1.0,9,0.04,1,11
1.0,1060,0.02,1,11
1.0,1035,0.09,1,11
1.0,204,0.0,1,11
1.0,0,0.0,1,11
1.0,147,0.6,2,11
1.0,246,0.0,1,11
